bank_name,review_text,rating,sentiment_score,review_date,thumbs_up,text_length,word_count,source,app_version,sentiment_label,month
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best good customer support feature.,4,0.33,2025-04-23,2,71,11,Google Play Store,1.9.85,positive,2025-04
Commercial Bank of Ethiopia,Excellent experience with good customer support.,5,0.401,2025-08-30,3,48,6,Google Play Store,3.2.59,positive,2025-08
Bank of Abyssinia,The app works perfectly for secure transactions.,5,1.0,2025-01-28,5,48,7,Google Play Store,3.5.94,positive,2025-01
Bank of Abyssinia,Highly recommended for helpful support team.,5,0.682,2025-01-28,3,44,6,Google Play Store,1.4.2,positive,2025-01
Dashen Bank,I love how easy it is to do innovative features.,5,0.589,2025-02-07,4,48,10,Google Play Store,4.7.97,positive,2025-02
Dashen Bank,"Frustrated with error messages, needs immediate attention.",1,-0.359,2025-09-06,0,58,7,Google Play Store,1.0.73,negative,2025-09
Bank of Abyssinia,"Frustrated with poor connectivity, needs immediate attention.",1,-0.575,2025-11-30,1,61,7,Google Play Store,1.6.77,negative,2025-11
Commercial Bank of Ethiopia,The app keeps having problems with slow loading time.,1,-0.273,2025-05-17,4,53,9,Google Play Store,2.9.98,negative,2025-05
Dashen Bank,Highly recommended for innovative features.,5,0.74,2025-01-03,4,43,5,Google Play Store,3.3.23,positive,2025-01
Bank of Abyssinia,Disappointed with buggy updates issues.,1,-0.348,2025-10-05,1,39,5,Google Play Store,4.5.91,negative,2025-10
Dashen Bank,The app keeps having problems with sync issues.,1,-0.388,2025-10-30,0,47,8,Google Play Store,1.7.76,negative,2025-10
Bank of Abyssinia,"Frustrated with buggy updates, needs immediate attention.",1,-0.685,2025-06-09,1,57,7,Google Play Store,1.4.15,negative,2025-06
Dashen Bank,Excellent experience with modern design.,4,0.59,2025-08-14,3,40,5,Google Play Store,1.5.64,positive,2025-08
Bank of Abyssinia,Bank of Abyssinia has the best secure transactions feature.,5,0.554,2025-03-27,4,59,9,Google Play Store,3.3.34,positive,2025-03
Awash Bank,The app works perfectly for useful features.,4,0.492,2025-07-04,0,44,7,Google Play Store,4.9.31,positive,2025-07
Bank of Abyssinia,I love how easy it is to do smooth experience.,5,1.0,2025-02-28,3,46,10,Google Play Store,3.4.66,positive,2025-02
Dashen Bank,Dashen Bank has the best quick setup feature.,5,1.0,2025-11-02,4,45,8,Google Play Store,4.1.63,positive,2025-11
Dashen Bank,The app works perfectly for good security.,4,0.891,2024-12-13,5,42,7,Google Play Store,4.7.4,positive,2024-12
Awash Bank,Highly recommended for useful features.,4,1.0,2025-09-27,1,39,5,Google Play Store,4.6.35,positive,2025-09
Bank of Abyssinia,The app works perfectly for smooth experience.,4,0.541,2025-07-10,2,46,7,Google Play Store,4.4.80,positive,2025-07
Bank of Abyssinia,"Frustrated with transaction failures, needs immediate attention.",1,-0.344,2025-05-22,2,64,7,Google Play Store,3.9.91,negative,2025-05
Dashen Bank,Highly recommended for modern design.,5,1.0,2025-04-27,4,37,5,Google Play Store,2.8.44,positive,2025-04
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best easy to use feature.,4,0.63,2025-05-10,3,61,11,Google Play Store,3.6.44,positive,2025-05
Commercial Bank of Ethiopia,I love how easy it is to do fast money transfer.,4,0.777,2025-05-16,4,48,11,Google Play Store,3.1.78,positive,2025-05
Bank of Abyssinia,Bank of Abyssinia has the best helpful support team feature.,4,0.379,2025-03-24,2,60,10,Google Play Store,1.0.67,positive,2025-03
Awash Bank,Highly recommended for stable performance.,4,0.943,2025-05-18,4,42,5,Google Play Store,4.6.47,positive,2025-05
Dashen Bank,I love how easy it is to do quick setup.,4,0.317,2025-04-28,1,40,10,Google Play Store,4.3.56,positive,2025-04
Bank of Abyssinia,Highly recommended for user-friendly interface.,4,0.896,2025-05-31,3,47,5,Google Play Store,3.2.23,positive,2025-05
Dashen Bank,Highly recommended for quick setup.,5,0.848,2025-05-11,1,35,5,Google Play Store,1.7.25,positive,2025-05
Awash Bank,Excellent experience with useful features.,5,0.295,2025-02-12,1,42,5,Google Play Store,2.0.24,positive,2025-02
Commercial Bank of Ethiopia,Please fix the app crashes frequently problem!,2,-0.934,2025-06-20,0,46,7,Google Play Store,3.9.18,negative,2025-06
Bank of Abyssinia,high fees is making the app unusable.,2,-1.0,2025-10-23,1,37,7,Google Play Store,2.1.51,negative,2025-10
Commercial Bank of Ethiopia,"Frustrated with connection errors, needs immediate attention.",2,-0.304,2025-05-16,1,61,7,Google Play Store,4.7.66,negative,2025-05
Commercial Bank of Ethiopia,I love how easy it is to do easy to use.,5,1.0,2025-06-16,3,40,11,Google Play Store,4.0.72,positive,2025-06
Bank of Abyssinia,Excellent experience with user-friendly interface.,5,0.702,2025-07-31,2,50,5,Google Play Store,4.7.71,positive,2025-07
Awash Bank,Awash Bank has the best stable performance feature.,5,0.86,2025-03-13,6,51,8,Google Play Store,1.9.11,positive,2025-03
Awash Bank,I love how easy it is to do stable performance.,5,0.919,2025-09-20,3,47,10,Google Play Store,1.8.89,positive,2025-09
Bank of Abyssinia,transaction failures is making the app unusable.,2,-0.329,2025-04-05,3,48,7,Google Play Store,1.7.54,negative,2025-04
Dashen Bank,The app works perfectly for good security.,5,0.575,2025-06-11,2,42,7,Google Play Store,1.3.84,positive,2025-06
Commercial Bank of Ethiopia,Excellent experience with easy to use.,5,0.409,2025-03-31,4,38,6,Google Play Store,2.9.99,positive,2025-03
Commercial Bank of Ethiopia,Excellent experience with good customer support.,5,0.549,2025-05-24,4,48,6,Google Play Store,1.1.74,positive,2025-05
Commercial Bank of Ethiopia,Highly recommended for reliable service.,5,1.0,2024-12-16,2,40,5,Google Play Store,2.4.51,positive,2024-12
Commercial Bank of Ethiopia,Excellent experience with easy to use.,4,0.83,2024-12-11,2,38,6,Google Play Store,4.7.47,positive,2024-12
Bank of Abyssinia,The app keeps having problems with high fees.,1,-0.915,2025-11-18,1,45,8,Google Play Store,2.4.48,negative,2025-11
Commercial Bank of Ethiopia,The app works perfectly for convenient.,5,0.879,2025-01-29,5,39,6,Google Play Store,4.0.11,positive,2025-01
Commercial Bank of Ethiopia,I love how easy it is to do fast money transfer.,5,0.762,2025-11-18,7,48,11,Google Play Store,4.4.25,positive,2025-11
Commercial Bank of Ethiopia,The app works perfectly for easy to use.,5,0.336,2025-08-02,3,40,8,Google Play Store,1.1.58,positive,2025-08
Bank of Abyssinia,"Frustrated with high fees, needs immediate attention.",1,-0.479,2025-07-18,0,53,7,Google Play Store,1.7.20,negative,2025-07
Bank of Abyssinia,The app works perfectly for helpful support team.,5,0.729,2025-05-07,5,49,8,Google Play Store,2.9.25,positive,2025-05
Commercial Bank of Ethiopia,"Frustrated with connection errors, needs immediate attention.",2,-0.439,2025-08-06,1,61,7,Google Play Store,1.7.7,negative,2025-08
Awash Bank,The app works perfectly for stable performance.,5,0.501,2025-07-16,3,47,7,Google Play Store,1.8.73,positive,2025-07
Bank of Abyssinia,I love how easy it is to do helpful support team.,5,0.633,2025-09-22,0,49,11,Google Play Store,3.1.69,positive,2025-09
Commercial Bank of Ethiopia,login problems is making the app unusable.,1,-0.049,2025-04-18,3,42,7,Google Play Store,1.5.81,neutral,2025-04
Dashen Bank,complex navigation is making the app unusable.,1,-0.601,2025-05-23,2,46,7,Google Play Store,4.5.38,negative,2025-05
Bank of Abyssinia,The app works perfectly for user-friendly interface.,5,1.0,2025-08-27,3,52,7,Google Play Store,4.2.73,positive,2025-08
Commercial Bank of Ethiopia,Disappointed with slow loading time issues.,2,-0.638,2025-11-14,0,43,6,Google Play Store,1.8.99,negative,2025-11
Commercial Bank of Ethiopia,"Frustrated with app crashes frequently, needs immediate attention.",1,-0.222,2025-03-01,1,66,8,Google Play Store,1.5.49,negative,2025-03
Commercial Bank of Ethiopia,Please fix the update issues problem!,2,-0.59,2025-11-14,1,37,6,Google Play Store,1.0.91,negative,2025-11
Dashen Bank,Dashen Bank has the best good security feature.,5,1.0,2025-06-30,0,47,8,Google Play Store,2.3.24,positive,2025-06
Commercial Bank of Ethiopia,I love how easy it is to do fast money transfer.,5,0.714,2025-07-08,4,48,11,Google Play Store,4.6.59,positive,2025-07
Dashen Bank,Dashen Bank has the best good security feature.,5,0.682,2025-08-15,2,47,8,Google Play Store,1.3.33,positive,2025-08
Awash Bank,Awash Bank has the best stable performance feature.,5,0.449,2024-12-25,1,51,8,Google Play Store,2.2.3,positive,2024-12
Commercial Bank of Ethiopia,The app works perfectly for fast money transfer.,5,0.771,2025-07-13,3,48,8,Google Play Store,3.7.44,positive,2025-07
Dashen Bank,Disappointed with complex navigation issues.,1,-0.053,2025-11-12,0,44,5,Google Play Store,2.6.48,neutral,2025-11
Commercial Bank of Ethiopia,Disappointed with slow loading time issues.,1,-0.384,2025-06-04,1,43,6,Google Play Store,3.7.67,negative,2025-06
Dashen Bank,complex navigation is making the app unusable.,2,-0.691,2025-01-02,1,46,7,Google Play Store,4.1.59,negative,2025-01
Bank of Abyssinia,Disappointed with high fees issues.,1,-0.653,2025-06-21,0,35,5,Google Play Store,1.8.87,negative,2025-06
Awash Bank,Excellent experience with stable performance.,4,0.531,2025-06-04,5,45,5,Google Play Store,1.4.7,positive,2025-06
Dashen Bank,Disappointed with limited functionality issues.,2,-0.255,2024-12-22,1,47,5,Google Play Store,1.2.25,negative,2024-12
Bank of Abyssinia,Please fix the transaction failures problem!,1,-1.0,2025-09-06,1,44,6,Google Play Store,2.8.0,negative,2025-09
Commercial Bank of Ethiopia,The app keeps having problems with login problems.,2,-0.971,2025-02-13,0,50,8,Google Play Store,4.4.91,negative,2025-02
Dashen Bank,The app works perfectly for quick setup.,4,0.778,2025-06-28,2,40,7,Google Play Store,1.8.64,positive,2025-06
Commercial Bank of Ethiopia,I love how easy it is to do reliable service.,5,0.401,2025-06-09,2,45,10,Google Play Store,4.4.45,positive,2025-06
Bank of Abyssinia,The app works perfectly for user-friendly interface.,5,0.972,2025-06-07,2,52,7,Google Play Store,2.3.74,positive,2025-06
Dashen Bank,Highly recommended for innovative features.,4,1.0,2025-05-18,1,43,5,Google Play Store,4.7.27,positive,2025-05
Commercial Bank of Ethiopia,Excellent experience with fast money transfer.,4,0.479,2025-08-30,2,46,6,Google Play Store,2.6.14,positive,2025-08
Commercial Bank of Ethiopia,Highly recommended for easy to use.,5,0.391,2025-01-12,4,35,6,Google Play Store,1.1.76,positive,2025-01
Bank of Abyssinia,I love how easy it is to do secure transactions.,5,1.0,2025-07-10,2,48,10,Google Play Store,3.8.26,positive,2025-07
Dashen Bank,The app keeps having problems with sync issues.,1,-0.796,2025-08-13,1,47,8,Google Play Store,4.3.13,negative,2025-08
Awash Bank,Awash Bank has the best stable performance feature.,4,1.0,2025-03-28,4,51,8,Google Play Store,4.2.65,positive,2025-03
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best convenient feature.,4,0.818,2025-04-10,5,60,9,Google Play Store,3.7.65,positive,2025-04
Bank of Abyssinia,The app works perfectly for helpful support team.,5,0.483,2025-06-17,7,49,8,Google Play Store,3.0.31,positive,2025-06
Commercial Bank of Ethiopia,The app keeps having problems with login problems.,1,-0.201,2025-06-21,2,50,8,Google Play Store,3.8.96,negative,2025-06
Commercial Bank of Ethiopia,Excellent experience with reliable service.,5,0.834,2025-04-26,5,43,5,Google Play Store,4.5.14,positive,2025-04
Bank of Abyssinia,The app keeps having problems with poor connectivity.,1,-0.528,2025-04-12,2,53,8,Google Play Store,4.5.27,negative,2025-04
Bank of Abyssinia,The app keeps having problems with transaction failures.,1,-0.573,2025-09-16,1,56,8,Google Play Store,2.8.79,negative,2025-09
Dashen Bank,"Frustrated with limited functionality, needs immediate attention.",1,-1.0,2025-04-26,3,65,7,Google Play Store,4.2.1,negative,2025-04
Bank of Abyssinia,Please fix the buggy updates problem!,2,-1.0,2025-08-09,0,37,6,Google Play Store,1.4.37,negative,2025-08
Dashen Bank,sync issues is making the app unusable.,1,-0.314,2025-07-13,0,39,7,Google Play Store,2.5.95,negative,2025-07
Awash Bank,"Frustrated with slow transactions, needs immediate attention.",2,-0.949,2025-11-08,0,61,7,Google Play Store,2.8.97,negative,2025-11
Commercial Bank of Ethiopia,Please fix the slow loading time problem!,1,-0.493,2025-09-03,1,41,7,Google Play Store,2.4.17,negative,2025-09
Awash Bank,Excellent experience with helpful customer service.,5,0.703,2025-07-01,4,51,6,Google Play Store,1.8.84,positive,2025-07
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best easy to use feature.,5,0.72,2025-05-21,3,61,11,Google Play Store,3.5.33,positive,2025-05
Dashen Bank,The app keeps having problems with error messages.,1,-0.652,2025-09-16,0,50,8,Google Play Store,2.2.87,negative,2025-09
Commercial Bank of Ethiopia,The app keeps having problems with login problems.,2,-0.699,2025-03-19,0,50,8,Google Play Store,2.2.14,negative,2025-03
Commercial Bank of Ethiopia,The app keeps having problems with slow loading time.,2,-0.723,2025-03-10,2,53,9,Google Play Store,2.6.39,negative,2025-03
Dashen Bank,Disappointed with complex navigation issues.,1,-0.606,2025-07-07,3,44,5,Google Play Store,3.8.22,negative,2025-07
Awash Bank,Highly recommended for easy registration.,4,0.975,2025-05-06,2,41,5,Google Play Store,3.0.29,positive,2025-05
Commercial Bank of Ethiopia,I love how easy it is to do easy to use.,5,0.631,2025-03-21,3,40,11,Google Play Store,1.0.24,positive,2025-03
Bank of Abyssinia,Bank of Abyssinia has the best secure transactions feature.,5,0.99,2025-11-13,4,59,9,Google Play Store,1.0.6,positive,2025-11
Commercial Bank of Ethiopia,"Frustrated with app crashes frequently, needs immediate attention.",2,-0.53,2025-01-31,2,66,8,Google Play Store,1.1.87,negative,2025-01
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best good customer support feature.,5,0.655,2025-07-07,0,71,11,Google Play Store,1.3.8,positive,2025-07
Commercial Bank of Ethiopia,I love how easy it is to do reliable service.,4,0.706,2025-04-17,2,45,10,Google Play Store,1.4.91,positive,2025-04
Dashen Bank,Excellent experience with modern design.,4,0.661,2025-01-17,5,40,5,Google Play Store,2.2.67,positive,2025-01
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best good customer support feature.,5,0.545,2025-07-07,2,71,11,Google Play Store,3.5.73,positive,2025-07
Commercial Bank of Ethiopia,Please fix the login problems problem!,2,-1.0,2025-08-25,2,38,6,Google Play Store,1.4.3,negative,2025-08
Dashen Bank,I love how easy it is to do modern design.,4,0.514,2025-01-01,1,42,10,Google Play Store,4.3.98,positive,2025-01
Commercial Bank of Ethiopia,login problems is making the app unusable.,1,-0.723,2025-07-13,0,42,7,Google Play Store,1.7.30,negative,2025-07
Commercial Bank of Ethiopia,The app works perfectly for easy to use.,5,0.547,2024-12-14,1,40,8,Google Play Store,3.3.55,positive,2024-12
Commercial Bank of Ethiopia,app crashes frequently is making the app unusable.,1,-0.413,2025-02-13,0,50,8,Google Play Store,1.7.75,negative,2025-02
Commercial Bank of Ethiopia,The app keeps having problems with connection errors.,2,-0.314,2025-03-15,0,53,8,Google Play Store,4.3.42,negative,2025-03
Awash Bank,Excellent experience with useful features.,5,0.586,2024-12-03,1,42,5,Google Play Store,3.0.89,positive,2024-12
Bank of Abyssinia,Disappointed with transaction failures issues.,1,-0.957,2025-04-09,1,46,5,Google Play Store,3.0.11,negative,2025-04
Dashen Bank,sync issues is making the app unusable.,2,-0.259,2025-07-31,1,39,7,Google Play Store,2.5.43,negative,2025-07
Dashen Bank,The app works perfectly for good security.,5,0.617,2025-06-02,5,42,7,Google Play Store,3.1.40,positive,2025-06
Dashen Bank,I love how easy it is to do innovative features.,5,0.815,2025-07-19,4,48,10,Google Play Store,3.3.14,positive,2025-07
Awash Bank,"Frustrated with login troubles, needs immediate attention.",1,-0.777,2025-10-02,2,58,7,Google Play Store,3.9.24,negative,2025-10
Bank of Abyssinia,Disappointed with high fees issues.,1,-0.922,2025-05-18,0,35,5,Google Play Store,4.9.35,negative,2025-05
Dashen Bank,Excellent experience with innovative features.,5,0.52,2025-07-02,2,46,5,Google Play Store,3.0.32,positive,2025-07
Bank of Abyssinia,The app works perfectly for helpful support team.,5,0.8,2025-08-10,0,49,8,Google Play Store,1.7.97,positive,2025-08
Dashen Bank,Dashen Bank has the best innovative features feature.,5,0.783,2025-07-05,0,53,8,Google Play Store,3.6.25,positive,2025-07
Commercial Bank of Ethiopia,The app works perfectly for reliable service.,5,0.612,2025-01-28,2,45,7,Google Play Store,4.1.12,positive,2025-01
Bank of Abyssinia,Bank of Abyssinia has the best user-friendly interface feature.,4,0.694,2025-09-21,4,63,9,Google Play Store,4.3.89,positive,2025-09
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best good customer support feature.,5,1.0,2025-04-25,3,71,11,Google Play Store,3.9.90,positive,2025-04
Bank of Abyssinia,The app keeps having problems with buggy updates.,2,-0.867,2025-11-25,1,49,8,Google Play Store,4.6.47,negative,2025-11
Dashen Bank,"Frustrated with limited functionality, needs immediate attention.",1,-0.514,2025-01-20,0,65,7,Google Play Store,3.1.70,negative,2025-01
Dashen Bank,Highly recommended for quick setup.,5,0.469,2025-05-13,6,35,5,Google Play Store,1.2.31,positive,2025-05
Dashen Bank,complex navigation is making the app unusable.,2,-0.657,2025-08-22,1,46,7,Google Play Store,1.1.50,negative,2025-08
Bank of Abyssinia,Highly recommended for secure transactions.,5,0.373,2024-12-24,7,43,5,Google Play Store,4.6.19,positive,2024-12
Bank of Abyssinia,Bank of Abyssinia has the best smooth experience feature.,4,1.0,2025-05-08,1,57,9,Google Play Store,2.9.74,positive,2025-05
Commercial Bank of Ethiopia,The app works perfectly for convenient.,5,0.873,2025-02-27,1,39,6,Google Play Store,4.8.44,positive,2025-02
Bank of Abyssinia,Please fix the high fees problem!,2,-0.95,2025-09-04,1,33,6,Google Play Store,4.2.37,negative,2025-09
Bank of Abyssinia,Excellent experience with smooth experience.,5,1.0,2025-08-20,4,44,5,Google Play Store,2.2.12,positive,2025-08
Commercial Bank of Ethiopia,"Frustrated with login problems, needs immediate attention.",1,-0.663,2024-12-09,0,58,7,Google Play Store,3.0.20,negative,2024-12
Bank of Abyssinia,I love how easy it is to do smooth experience.,5,1.0,2025-09-12,4,46,10,Google Play Store,3.4.4,positive,2025-09
Commercial Bank of Ethiopia,app crashes frequently is making the app unusable.,1,-0.4,2025-04-13,1,50,8,Google Play Store,3.1.44,negative,2025-04
Awash Bank,The app keeps having problems with login troubles.,1,-0.796,2025-06-06,4,50,8,Google Play Store,1.7.84,negative,2025-06
Dashen Bank,Please fix the complex navigation problem!,1,-0.936,2025-06-28,2,42,6,Google Play Store,2.7.20,negative,2025-06
Commercial Bank of Ethiopia,The app works perfectly for reliable service.,5,0.415,2025-06-09,2,45,7,Google Play Store,2.3.91,positive,2025-06
Bank of Abyssinia,Highly recommended for helpful support team.,5,1.0,2025-10-20,2,44,6,Google Play Store,1.2.12,positive,2025-10
Bank of Abyssinia,The app keeps having problems with transaction failures.,1,-0.437,2025-07-19,0,56,8,Google Play Store,1.8.44,negative,2025-07
Commercial Bank of Ethiopia,Excellent experience with easy to use.,4,0.504,2025-10-18,5,38,6,Google Play Store,4.9.9,positive,2025-10
Bank of Abyssinia,Highly recommended for user-friendly interface.,5,0.981,2024-12-17,3,47,5,Google Play Store,4.2.70,positive,2024-12
Commercial Bank of Ethiopia,Highly recommended for convenient.,5,0.765,2025-03-22,3,34,4,Google Play Store,2.1.76,positive,2025-03
Commercial Bank of Ethiopia,The app works perfectly for convenient.,5,0.726,2025-03-08,2,39,6,Google Play Store,4.7.73,positive,2025-03
Dashen Bank,Please fix the error messages problem!,1,-0.533,2025-06-28,0,38,6,Google Play Store,1.3.56,negative,2025-06
Commercial Bank of Ethiopia,Excellent experience with easy to use.,5,1.0,2025-10-04,2,38,6,Google Play Store,2.7.79,positive,2025-10
Bank of Abyssinia,poor connectivity is making the app unusable.,1,-0.824,2025-05-27,1,45,7,Google Play Store,1.0.31,negative,2025-05
Commercial Bank of Ethiopia,Please fix the update issues problem!,1,-0.626,2025-04-05,0,37,6,Google Play Store,4.0.23,negative,2025-04
Commercial Bank of Ethiopia,Highly recommended for good customer support.,5,0.648,2025-11-20,4,45,6,Google Play Store,3.7.36,positive,2025-11
Commercial Bank of Ethiopia,I love how easy it is to do convenient.,5,0.704,2025-04-20,2,39,9,Google Play Store,2.0.79,positive,2025-04
Awash Bank,Disappointed with login troubles issues.,2,-0.833,2025-04-08,0,40,5,Google Play Store,4.9.46,negative,2025-04
Dashen Bank,I love how easy it is to do modern design.,5,1.0,2024-12-24,3,42,10,Google Play Store,4.7.1,positive,2024-12
Awash Bank,Highly recommended for stable performance.,5,0.554,2025-05-28,1,42,5,Google Play Store,2.7.75,positive,2025-05
Commercial Bank of Ethiopia,The app works perfectly for fast money transfer.,5,0.822,2025-04-06,8,48,8,Google Play Store,1.1.87,positive,2025-04
Commercial Bank of Ethiopia,Highly recommended for fast money transfer.,5,0.359,2025-06-06,5,43,6,Google Play Store,1.8.65,positive,2025-06
Commercial Bank of Ethiopia,I love how easy it is to do easy to use.,5,1.0,2025-04-10,9,40,11,Google Play Store,4.0.43,positive,2025-04
Commercial Bank of Ethiopia,The app works perfectly for easy to use.,5,0.462,2025-01-04,2,40,8,Google Play Store,4.5.82,positive,2025-01
Commercial Bank of Ethiopia,Highly recommended for convenient.,4,1.0,2025-01-18,4,34,4,Google Play Store,3.3.3,positive,2025-01
Awash Bank,login troubles is making the app unusable.,1,-0.521,2025-01-05,2,42,7,Google Play Store,1.8.58,negative,2025-01
Bank of Abyssinia,Disappointed with buggy updates issues.,1,-0.845,2025-05-16,0,39,5,Google Play Store,3.9.86,negative,2025-05
Commercial Bank of Ethiopia,I love how easy it is to do convenient.,5,0.762,2025-03-15,5,39,9,Google Play Store,2.7.12,positive,2025-03
Bank of Abyssinia,Bank of Abyssinia has the best smooth experience feature.,4,0.691,2025-07-16,2,57,9,Google Play Store,4.9.55,positive,2025-07
Bank of Abyssinia,"Frustrated with high fees, needs immediate attention.",2,-0.807,2025-11-26,1,53,7,Google Play Store,2.9.66,negative,2025-11
Commercial Bank of Ethiopia,Highly recommended for convenient.,5,0.619,2025-01-27,3,34,4,Google Play Store,4.8.63,positive,2025-01
Dashen Bank,Highly recommended for innovative features.,5,0.83,2025-02-09,3,43,5,Google Play Store,1.9.17,positive,2025-02
Commercial Bank of Ethiopia,The app keeps having problems with update issues.,1,-0.433,2025-03-29,0,49,8,Google Play Store,3.0.39,negative,2025-03
Bank of Abyssinia,The app works perfectly for smooth experience.,5,1.0,2025-07-03,1,46,7,Google Play Store,3.7.25,positive,2025-07
Dashen Bank,The app works perfectly for quick setup.,5,0.48,2024-12-16,1,40,7,Google Play Store,2.1.17,positive,2024-12
Bank of Abyssinia,Disappointed with high fees issues.,1,-0.863,2025-01-26,2,35,5,Google Play Store,4.5.29,negative,2025-01
Bank of Abyssinia,Highly recommended for helpful support team.,4,1.0,2025-07-13,3,44,6,Google Play Store,4.7.36,positive,2025-07
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best easy to use feature.,4,0.787,2025-06-29,3,61,11,Google Play Store,2.1.53,positive,2025-06
Dashen Bank,The app keeps having problems with error messages.,1,-0.642,2025-07-12,0,50,8,Google Play Store,4.0.80,negative,2025-07
Bank of Abyssinia,The app works perfectly for helpful support team.,5,0.765,2025-11-12,6,49,8,Google Play Store,4.7.14,positive,2025-11
Awash Bank,Highly recommended for stable performance.,5,0.478,2025-08-03,4,42,5,Google Play Store,2.1.89,positive,2025-08
Bank of Abyssinia,Highly recommended for secure transactions.,5,1.0,2025-06-28,6,43,5,Google Play Store,1.2.27,positive,2025-06
Commercial Bank of Ethiopia,I love how easy it is to do reliable service.,5,0.822,2025-10-10,3,45,10,Google Play Store,4.3.61,positive,2025-10
Commercial Bank of Ethiopia,The app works perfectly for fast money transfer.,5,0.467,2025-10-31,3,48,8,Google Play Store,4.0.23,positive,2025-10
Bank of Abyssinia,Please fix the buggy updates problem!,2,-1.0,2025-08-27,1,37,6,Google Play Store,4.0.41,negative,2025-08
Bank of Abyssinia,Excellent experience with user-friendly interface.,5,0.605,2025-05-21,3,50,5,Google Play Store,3.0.18,positive,2025-05
Bank of Abyssinia,Excellent experience with helpful support team.,5,0.602,2024-12-09,5,47,6,Google Play Store,3.2.99,positive,2024-12
Commercial Bank of Ethiopia,The app works perfectly for easy to use.,5,0.565,2024-12-10,1,40,8,Google Play Store,1.1.87,positive,2024-12
Bank of Abyssinia,Bank of Abyssinia has the best user-friendly interface feature.,4,0.945,2025-01-28,1,63,9,Google Play Store,3.9.13,positive,2025-01
Commercial Bank of Ethiopia,The app works perfectly for fast money transfer.,4,1.0,2024-12-18,1,48,8,Google Play Store,4.3.69,positive,2024-12
Bank of Abyssinia,I love how easy it is to do helpful support team.,5,0.905,2025-10-03,5,49,11,Google Play Store,3.6.44,positive,2025-10
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best easy to use feature.,5,1.0,2025-08-12,4,61,11,Google Play Store,2.5.92,positive,2025-08
Dashen Bank,Excellent experience with modern design.,4,0.659,2025-03-22,3,40,5,Google Play Store,1.7.31,positive,2025-03
Commercial Bank of Ethiopia,Please fix the slow loading time problem!,1,-0.206,2025-08-14,0,41,7,Google Play Store,2.1.97,negative,2025-08
Commercial Bank of Ethiopia,Highly recommended for fast money transfer.,4,0.949,2025-07-10,1,43,6,Google Play Store,1.9.89,positive,2025-07
Dashen Bank,Highly recommended for quick setup.,5,0.885,2024-12-03,4,35,5,Google Play Store,1.2.76,positive,2024-12
Commercial Bank of Ethiopia,Disappointed with update issues issues.,1,-0.652,2025-01-18,2,39,5,Google Play Store,3.4.86,negative,2025-01
Commercial Bank of Ethiopia,I love how easy it is to do convenient.,5,0.344,2025-09-28,1,39,9,Google Play Store,2.6.0,positive,2025-09
Bank of Abyssinia,Please fix the high fees problem!,1,-0.973,2025-06-28,1,33,6,Google Play Store,3.5.71,negative,2025-06
Bank of Abyssinia,Bank of Abyssinia has the best secure transactions feature.,4,0.768,2025-09-21,3,59,9,Google Play Store,3.3.10,positive,2025-09
Dashen Bank,Dashen Bank has the best modern design feature.,4,0.974,2025-03-02,4,47,8,Google Play Store,4.3.77,positive,2025-03
Commercial Bank of Ethiopia,Disappointed with connection errors issues.,1,-0.282,2025-05-05,6,43,5,Google Play Store,2.0.78,negative,2025-05
Dashen Bank,The app works perfectly for good security.,5,0.411,2025-06-06,0,42,7,Google Play Store,2.4.86,positive,2025-06
Commercial Bank of Ethiopia,I love how easy it is to do reliable service.,5,1.0,2025-03-19,2,45,10,Google Play Store,1.9.79,positive,2025-03
Bank of Abyssinia,Excellent experience with smooth experience.,5,0.569,2025-11-13,4,44,5,Google Play Store,4.1.94,positive,2025-11
Commercial Bank of Ethiopia,Excellent experience with good customer support.,5,0.554,2025-02-17,8,48,6,Google Play Store,3.9.62,positive,2025-02
Commercial Bank of Ethiopia,The app keeps having problems with login problems.,2,-1.0,2024-12-12,0,50,8,Google Play Store,1.4.19,negative,2024-12
Commercial Bank of Ethiopia,Highly recommended for easy to use.,5,1.0,2025-08-14,2,35,6,Google Play Store,4.2.88,positive,2025-08
Commercial Bank of Ethiopia,"Frustrated with update issues, needs immediate attention.",2,-0.682,2025-04-24,2,57,7,Google Play Store,2.8.11,negative,2025-04
Awash Bank,The app works perfectly for helpful customer service.,5,0.336,2025-05-23,1,53,8,Google Play Store,1.7.92,positive,2025-05
Commercial Bank of Ethiopia,"Frustrated with login problems, needs immediate attention.",1,-0.655,2025-03-30,0,58,7,Google Play Store,3.7.41,negative,2025-03
Commercial Bank of Ethiopia,I love how easy it is to do good customer support.,5,0.485,2024-12-16,4,50,11,Google Play Store,3.6.35,positive,2024-12
